session_id,customer_id,ticket_in,ticket_out,session_loss,jackpot_contribution,timestamp
SES_00012035,CUST_0325,582.84,525.49,57.36,13.42,2024-01-18 18:14:00
SES_00012036,CUST_0325,156.66,73.87,82.79,2.01,2024-03-29 22:04:00
SES_00012037,CUST_0325,322.67,342.06,0.0,6.03,2024-01-07 04:14:00
SES_00012038,CUST_0325,708.7,753.12,0.0,19.91,2024-01-11 09:58:00
SES_00012039,CUST_0326,702.93,526.6,176.33,20.23,2024-03-01 15:37:00
SES_00012040,CUST_0326,291.55,167.36,124.18,4.52,2024-02-15 15:21:00
SES_00012041,CUST_0326,573.3,537.06,36.25,13.03,2024-03-10 16:52:00
SES_00012042,CUST_0326,586.61,535.86,50.76,11.39,2024-01-19 20:57:00
SES_00012043,CUST_0327,926.81,735.75,191.07,24.67,2024-03-17 10:09:00
SES_00012044,CUST_0327,1082.56,800.6,281.96,53.43,2024-02-14 08:31:00
SES_00012045,CUST_0327,1062.96,951.26,111.7,19.75,2024-02-10 23:16:00
SES_00012046,CUST_0327,611.39,392.88,218.51,10.03,2024-01-10 02:51:00
SES_00012047,CUST_0327,585.51,849.47,0.0,22.35,2024-01-22 09:24:00
SES_00012048,CUST_0327,1398.38,1647.97,0.0,65.4,2024-03-21 22:30:00
SES_00012049,CUST_0327,1079.23,1068.85,10.38,23.84,2024-02-26 03:42:00
SES_00012050,CUST_0327,555.49,494.05,61.44,25.4,2024-01-02 09:22:00
SES_00012051,CUST_0327,994.9,996.99,0.0,21.3,2024-03-16 15:31:00
SES_00012052,CUST_0328,628.76,358.11,270.65,18.85,2024-02-12 19:06:00
SES_00012053,CUST_0328,741.27,467.08,274.19,27.17,2024-02-15 16:33:00
SES_00012054,CUST_0328,600.21,829.25,0.0,26.78,2024-01-24 01:30:00
SES_00012055,CUST_0328,659.87,625.96,33.91,24.82,2024-03-05 21:18:00
SES_00012056,CUST_0328,406.48,273.84,132.64,15.32,2024-02-03 03:29:00
SES_00012057,CUST_0328,1325.22,1492.6,0.0,20.28,2024-01-23 04:53:00
SES_00012058,CUST_0329,668.97,942.74,0.0,13.35,2024-03-21 04:51:00
SES_00012059,CUST_0329,809.59,646.79,162.8,13.18,2024-01-13 10:03:00
SES_00012060,CUST_0329,934.69,551.92,382.78,10.91,2024-02-28 20:44:00
SES_00012061,CUST_0329,1584.16,1471.47,112.69,64.18,2024-01-23 07:36:00
SES_00012062,CUST_0329,474.64,508.82,0.0,15.72,2024-02-08 08:47:00
SES_00012063,CUST_0329,590.56,410.41,180.16,28.52,2024-03-07 08:09:00
SES_00012064,CUST_0329,852.34,779.33,73.01,26.75,2024-01-26 10:17:00
SES_00012065,CUST_0329,1229.21,806.63,422.58,31.41,2024-02-29 11:35:00
SES_00012066,CUST_0329,582.12,681.22,0.0,7.28,2024-02-10 21:49:00
SES_00012067,CUST_0330,772.42,919.32,0.0,21.49,2024-01-03 18:07:00
SES_00012068,CUST_0330,161.54,154.95,6.58,4.21,2024-01-09 08:48:00
SES_00012069,CUST_0330,509.77,524.34,0.0,17.08,2024-01-16 20:11:00
SES_00012070,CUST_0331,938.61,963.44,0.0,16.94,2024-03-19 03:31:00
SES_00012071,CUST_0331,842.99,974.2,0.0,23.7,2024-02-16 08:01:00
SES_00012072,CUST_0331,561.61,604.66,0.0,21.42,2024-03-05 16:57:00
SES_00012073,CUST_0331,433.73,232.46,201.27,13.93,2024-01-17 09:05:00
SES_00012074,CUST_0331,684.27,545.71,138.56,23.06,2024-02-25 22:38:00
SES_00012075,CUST_0331,709.39,546.22,163.18,10.76,2024-03-06 02:50:00
SES_00012076,CUST_0331,1389.91,1008.19,381.72,38.4,2024-02-12 19:28:00
SES_00012077,CUST_0331,562.72,727.63,0.0,20.28,2024-03-14 04:46:00
SES_00012078,CUST_0331,1030.02,946.4,83.62,37.24,2024-02-18 22:37:00
SES_00012079,CUST_0331,557.64,307.13,250.51,26.57,2024-02-19 16:21:00
SES_00012080,CUST_0331,711.41,743.42,0.0,28.4,2024-03-22 06:04:00
SES_00012081,CUST_0331,1231.48,838.76,392.72,24.49,2024-01-08 02:58:00
SES_00012082,CUST_0332,793.87,616.52,177.34,12.57,2024-03-13 13:57:00
SES_00012083,CUST_0332,910.9,1307.78,0.0,11.33,2024-01-23 11:41:00
SES_00012084,CUST_0332,390.65,498.78,0.0,10.16,2024-02-24 14:57:00
SES_00012085,CUST_0332,898.17,1085.72,0.0,13.67,2024-02-04 06:37:00
SES_00012086,CUST_0332,657.5,710.7,0.0,17.33,2024-02-29 23:27:00
SES_00012087,CUST_0332,721.7,474.76,246.93,26.0,2024-03-28 12:58:00
SES_00012088,CUST_0332,738.52,1024.54,0.0,34.69,2024-03-20 13:52:00
SES_00012089,CUST_0332,935.28,1143.42,0.0,33.88,2024-01-21 16:27:00
SES_00012090,CUST_0332,808.34,1058.39,0.0,18.54,2024-02-12 17:05:00
SES_00012091,CUST_0332,610.74,679.61,0.0,11.06,2024-02-03 08:09:00
SES_00012092,CUST_0332,576.03,618.23,0.0,24.62,2024-03-14 14:15:00
SES_00012093,CUST_0332,653.34,914.67,0.0,10.72,2024-03-10 21:32:00
SES_00012094,CUST_0332,608.77,602.53,6.24,9.64,2024-01-07 11:29:00
SES_00012095,CUST_0332,1013.95,1128.09,0.0,41.81,2024-01-06 10:28:00
SES_00012096,CUST_0333,919.98,1016.01,0.0,30.47,2024-01-01 21:45:00
SES_00012097,CUST_0333,841.46,729.15,112.31,24.25,2024-02-21 01:32:00
SES_00012098,CUST_0333,803.37,642.1,161.27,16.24,2024-01-11 13:53:00
SES_00012099,CUST_0333,516.52,738.38,0.0,15.59,2024-03-16 04:11:00
SES_00012100,CUST_0333,1390.34,1423.29,0.0,61.0,2024-03-01 09:12:00
SES_00012101,CUST_0334,542.85,414.03,128.82,24.23,2024-01-03 04:47:00
SES_00012102,CUST_0334,823.74,737.51,86.23,14.44,2024-02-11 01:59:00
SES_00012103,CUST_0334,385.45,187.23,198.22,9.45,2024-02-20 19:15:00
SES_00012104,CUST_0334,795.22,562.46,232.76,15.76,2024-03-13 18:19:00
SES_00012105,CUST_0334,1246.81,1455.23,0.0,13.62,2024-02-09 05:51:00
SES_00012106,CUST_0334,276.9,224.57,52.33,3.04,2024-01-20 15:04:00
SES_00012107,CUST_0334,1323.3,1558.94,0.0,25.5,2024-01-22 08:57:00
SES_00012108,CUST_0334,260.22,127.02,133.19,11.32,2024-03-20 20:02:00
SES_00012109,CUST_0334,1315.44,1778.51,0.0,63.7,2024-01-19 01:39:00
SES_00012110,CUST_0334,800.43,555.01,245.41,13.18,2024-01-17 04:19:00
SES_00012111,CUST_0334,941.09,699.8,241.3,24.77,2024-03-11 06:26:00
SES_00012112,CUST_0334,910.88,1407.73,0.0,23.29,2024-03-23 18:18:00
SES_00012113,CUST_0334,306.41,492.03,0.0,3.98,2024-01-15 05:27:00
SES_00012114,CUST_0334,297.83,133.73,164.1,13.87,2024-01-21 16:58:00
SES_00012115,CUST_0334,506.67,390.21,116.46,19.84,2024-01-02 17:49:00
SES_00012116,CUST_0335,991.15,1296.6,0.0,30.67,2024-02-06 20:00:00
SES_00012117,CUST_0335,510.18,309.65,200.52,6.35,2024-02-20 22:02:00
SES_00012118,CUST_0335,958.59,995.36,0.0,35.68,2024-01-30 01:07:00
SES_00012119,CUST_0336,752.49,606.59,145.9,9.48,2024-01-15 00:50:00
SES_00012120,CUST_0336,653.63,562.88,90.76,20.73,2024-01-30 13:29:00
SES_00012121,CUST_0336,1591.36,1207.67,383.69,75.26,2024-02-03 22:57:00
SES_00012122,CUST_0337,583.74,525.02,58.72,20.14,2024-01-08 10:49:00
SES_00012123,CUST_0337,170.44,146.89,23.55,7.14,2024-03-01 14:02:00
SES_00012124,CUST_0337,630.17,409.13,221.04,11.83,2024-02-11 01:38:00
SES_00012125,CUST_0337,332.11,388.69,0.0,6.14,2024-01-09 08:05:00
SES_00012126,CUST_0337,1079.32,740.92,338.4,20.21,2024-02-28 06:39:00
SES_00012127,CUST_0337,388.3,314.78,73.52,4.42,2024-01-23 09:16:00
SES_00012128,CUST_0337,1491.2,1533.75,0.0,64.37,2024-02-04 21:09:00
SES_00012129,CUST_0337,401.41,273.21,128.2,4.48,2024-03-29 17:43:00
SES_00012130,CUST_0337,1046.42,957.64,88.78,19.52,2024-01-08 13:39:00
SES_00012131,CUST_0337,522.65,200.69,321.97,8.1,2024-01-23 15:36:00
SES_00012132,CUST_0337,495.3,431.11,64.18,20.33,2024-03-03 16:49:00
SES_00012133,CUST_0338,1515.68,1109.32,406.37,26.31,2024-02-15 06:35:00
SES_00012134,CUST_0338,548.64,311.03,237.61,18.23,2024-02-17 10:16:00
SES_00012135,CUST_0338,257.45,284.97,0.0,11.58,2024-02-03 04:41:00
SES_00012136,CUST_0338,194.23,306.39,0.0,7.33,2024-01-18 01:00:00
SES_00012137,CUST_0338,380.53,403.96,0.0,7.51,2024-03-10 09:01:00
SES_00012138,CUST_0338,1460.34,1594.02,0.0,21.2,2024-03-16 08:26:00
SES_00012139,CUST_0338,660.09,626.0,34.09,31.32,2024-03-28 19:37:00
SES_00012140,CUST_0338,418.95,266.42,152.53,17.31,2024-03-01 02:24:00
SES_00012141,CUST_0338,189.82,208.28,0.0,9.39,2024-02-10 11:37:00
SES_00012142,CUST_0338,1099.85,1174.98,0.0,11.56,2024-01-18 11:50:00
SES_00012143,CUST_0338,979.53,431.63,547.9,40.27,2024-01-05 01:18:00
SES_00012144,CUST_0338,605.18,478.34,126.84,9.95,2024-01-24 23:55:00
SES_00012145,CUST_0339,415.78,246.62,169.16,5.66,2024-02-02 23:54:00
SES_00012146,CUST_0339,610.72,425.72,184.99,28.33,2024-01-25 20:45:00
SES_00012147,CUST_0339,452.5,345.2,107.3,8.65,2024-01-07 10:20:00
SES_00012148,CUST_0339,457.48,502.6,0.0,12.26,2024-02-04 07:27:00
SES_00012149,CUST_0339,215.68,289.38,0.0,5.21,2024-03-24 21:33:00
SES_00012150,CUST_0339,1561.55,1511.91,49.63,63.71,2024-01-08 22:59:00
SES_00012151,CUST_0339,792.34,860.58,0.0,27.03,2024-01-17 17:57:00
SES_00012152,CUST_0339,604.83,628.24,0.0,6.25,2024-03-28 23:28:00
SES_00012153,CUST_0339,567.33,672.98,0.0,21.35,2024-01-13 02:48:00
SES_00012154,CUST_0340,755.49,686.06,69.43,11.72,2024-03-14 14:16:00
SES_00012155,CUST_0340,748.19,613.05,135.14,34.11,2024-03-24 07:22:00
SES_00012156,CUST_0340,924.11,1037.22,0.0,45.46,2024-02-01 12:37:00
SES_00012157,CUST_0340,837.02,558.64,278.38,24.87,2024-03-11 15:17:00
SES_00012158,CUST_0340,1137.61,1104.47,33.14,27.37,2024-02-09 23:53:00
SES_00012159,CUST_0340,727.9,1032.81,0.0,12.76,2024-02-21 15:23:00
SES_00012160,CUST_0340,658.08,293.62,364.46,9.52,2024-01-01 19:50:00
SES_00012161,CUST_0340,571.01,486.26,84.74,5.89,2024-03-12 02:17:00
SES_00012162,CUST_0340,545.61,375.12,170.49,7.11,2024-01-07 21:47:00
SES_00012163,CUST_0340,1180.27,1300.58,0.0,54.61,2024-01-04 03:15:00
SES_00012164,CUST_0340,418.09,355.42,62.67,17.56,2024-02-27 11:56:00
SES_00012165,CUST_0340,638.95,510.94,128.0,8.18,2024-03-07 16:24:00
SES_00012166,CUST_0340,429.76,657.0,0.0,12.53,2024-01-20 15:17:00
SES_00012167,CUST_0340,771.04,1002.43,0.0,14.57,2024-01-25 11:43:00
SES_00012168,CUST_0341,839.53,493.08,346.45,32.85,2024-02-22 22:15:00
SES_00012169,CUST_0341,644.76,475.37,169.39,23.55,2024-02-07 04:26:00
SES_00012170,CUST_0341,347.66,353.04,0.0,6.16,2024-01-07 20:06:00
SES_00012171,CUST_0341,783.8,787.98,0.0,17.65,2024-02-07 05:03:00
SES_00012172,CUST_0341,1782.19,1693.68,88.51,76.24,2024-02-22 19:16:00
SES_00012173,CUST_0341,775.41,881.46,0.0,22.42,2024-01-31 20:00:00
SES_00012174,CUST_0341,481.64,372.11,109.53,10.16,2024-01-29 02:57:00
SES_00012175,CUST_0342,864.15,546.89,317.26,11.53,2024-03-04 19:38:00
SES_00012176,CUST_0342,719.93,610.51,109.43,34.84,2024-03-03 05:19:00
SES_00012177,CUST_0342,834.47,419.05,415.42,18.28,2024-01-10 05:06:00
SES_00012178,CUST_0342,376.23,417.58,0.0,12.94,2024-02-14 21:49:00
SES_00012179,CUST_0342,653.58,538.3,115.29,25.18,2024-03-08 03:02:00
SES_00012180,CUST_0342,860.32,913.88,0.0,35.46,2024-02-08 04:38:00
SES_00012181,CUST_0343,1045.43,1073.41,0.0,52.01,2024-03-07 14:40:00
SES_00012182,CUST_0343,888.89,621.19,267.7,16.72,2024-01-28 17:37:00
SES_00012183,CUST_0343,444.32,316.39,127.92,7.02,2024-03-10 06:54:00
SES_00012184,CUST_0344,1113.32,1446.73,0.0,48.9,2024-01-13 18:11:00
SES_00012185,CUST_0344,368.16,433.95,0.0,8.98,2024-02-15 12:20:00
SES_00012186,CUST_0344,144.79,161.68,0.0,2.31,2024-01-06 02:49:00
SES_00012187,CUST_0344,1088.03,765.81,322.22,31.46,2024-02-22 19:53:00
SES_00012188,CUST_0344,559.71,548.5,11.21,20.25,2024-01-07 05:20:00
SES_00012189,CUST_0344,488.68,503.19,0.0,5.41,2024-02-11 01:05:00
SES_00012190,CUST_0345,982.59,691.78,290.82,44.37,2024-03-02 21:11:00
SES_00012191,CUST_0345,761.16,859.46,0.0,18.79,2024-03-08 08:16:00
SES_00012192,CUST_0345,389.18,446.72,0.0,12.29,2024-02-20 21:35:00
SES_00012193,CUST_0346,547.64,573.78,0.0,19.28,2024-01-26 13:31:00
SES_00012194,CUST_0346,640.54,738.19,0.0,22.56,2024-01-02 21:01:00
SES_00012195,CUST_0346,656.24,500.79,155.45,27.26,2024-03-26 06:09:00
SES_00012196,CUST_0346,794.69,995.81,0.0,34.21,2024-01-22 19:49:00
SES_00012197,CUST_0346,1538.55,1199.39,339.16,37.35,2024-02-04 09:04:00
SES_00012198,CUST_0346,1126.92,1327.37,0.0,39.98,2024-03-02 09:08:00
SES_00012199,CUST_0346,670.52,887.07,0.0,22.64,2024-01-28 05:31:00
SES_00012200,CUST_0346,1257.19,1515.49,0.0,40.8,2024-02-02 14:33:00
SES_00012201,CUST_0346,463.87,361.0,102.87,18.34,2024-02-14 23:10:00
SES_00012202,CUST_0346,813.58,619.96,193.63,15.91,2024-01-01 04:52:00
SES_00012203,CUST_0346,1190.42,975.87,214.55,20.68,2024-01-28 10:51:00
SES_00012204,CUST_0346,674.87,662.83,12.04,27.66,2024-03-03 14:00:00
SES_00012205,CUST_0346,1253.88,1544.39,0.0,46.8,2024-03-12 18:00:00
SES_00012206,CUST_0346,612.45,727.15,0.0,16.47,2024-03-01 09:04:00
SES_00012207,CUST_0346,995.31,1431.87,0.0,37.24,2024-01-13 00:01:00
SES_00012208,CUST_0347,560.38,259.78,300.6,14.3,2024-01-23 19:59:00
SES_00012209,CUST_0347,833.83,696.33,137.51,22.77,2024-03-04 03:03:00
SES_00012210,CUST_0347,1576.11,820.63,755.47,51.24,2024-03-19 21:16:00
SES_00012211,CUST_0347,692.11,395.13,296.98,31.03,2024-02-19 23:23:00
SES_00012212,CUST_0347,673.57,297.74,375.83,12.56,2024-01-27 10:04:00
SES_00012213,CUST_0347,637.2,744.22,0.0,22.96,2024-02-24 07:12:00
SES_00012214,CUST_0347,992.9,685.29,307.61,22.98,2024-01-23 00:07:00
SES_00012215,CUST_0348,349.36,421.14,0.0,11.25,2024-02-22 15:51:00
SES_00012216,CUST_0348,461.75,507.68,0.0,8.67,2024-01-25 23:01:00
SES_00012217,CUST_0348,1127.78,985.02,142.76,45.74,2024-03-10 10:58:00
SES_00012218,CUST_0348,819.96,601.3,218.65,40.58,2024-01-22 06:03:00
SES_00012219,CUST_0348,735.8,516.02,219.78,27.04,2024-01-19 04:57:00
SES_00012220,CUST_0349,927.18,1045.28,0.0,30.38,2024-01-30 23:47:00
SES_00012221,CUST_0349,525.63,370.18,155.45,13.07,2024-01-29 22:09:00
SES_00012222,CUST_0349,523.9,822.8,0.0,25.65,2024-03-18 20:47:00
SES_00012223,CUST_0349,941.84,914.44,27.41,42.87,2024-03-13 18:39:00
SES_00012224,CUST_0349,598.57,315.08,283.49,25.58,2024-02-19 20:59:00
SES_00012225,CUST_0349,576.88,519.22,57.67,10.51,2024-02-28 12:20:00
SES_00012226,CUST_0349,356.84,223.02,133.82,11.7,2024-02-22 04:23:00
SES_00012227,CUST_0349,293.18,147.39,145.79,5.11,2024-01-05 17:59:00
SES_00012228,CUST_0349,804.25,634.79,169.46,28.26,2024-03-23 15:17:00
SES_00012229,CUST_0349,804.72,729.03,75.68,16.53,2024-02-25 21:20:00
SES_00012230,CUST_0349,891.43,1130.89,0.0,14.84,2024-01-20 04:17:00
SES_00012231,CUST_0349,490.66,305.6,185.07,6.04,2024-03-12 06:40:00
SES_00012232,CUST_0350,1086.72,861.13,225.59,13.68,2024-03-13 12:28:00
SES_00012233,CUST_0350,269.32,244.58,24.74,12.58,2024-01-23 23:37:00
SES_00012234,CUST_0350,755.74,984.53,0.0,14.61,2024-02-07 21:20:00
SES_00012235,CUST_0350,625.12,582.49,42.63,15.02,2024-03-17 03:44:00
SES_00012236,CUST_0350,241.23,249.01,0.0,6.56,2024-03-26 05:41:00
SES_00012237,CUST_0350,947.81,1004.52,0.0,42.01,2024-02-23 14:00:00
SES_00012238,CUST_0350,205.69,176.56,29.14,7.32,2024-02-29 00:32:00
SES_00012239,CUST_0350,1074.15,1658.63,0.0,44.03,2024-02-23 18:57:00
SES_00012240,CUST_0350,1029.13,1150.11,0.0,33.58,2024-02-04 08:28:00
SES_00012241,CUST_0350,520.45,428.61,91.84,19.58,2024-03-17 05:53:00
SES_00012242,CUST_0350,587.78,370.94,216.85,16.27,2024-01-27 12:49:00
SES_00012243,CUST_0350,523.1,551.65,0.0,11.57,2024-01-04 02:31:00
SES_00012244,CUST_0350,662.77,448.29,214.48,11.95,2024-01-18 18:07:00
SES_00012245,CUST_0350,1217.56,843.05,374.51,45.02,2024-01-02 22:49:00
SES_00012246,CUST_0350,248.85,145.32,103.53,7.5,2024-02-02 23:24:00
SES_00012247,CUST_0351,518.25,673.11,0.0,5.25,2024-03-06 20:14:00
SES_00012248,CUST_0351,577.87,670.54,0.0,28.71,2024-02-04 18:42:00
SES_00012249,CUST_0351,540.71,517.67,23.04,6.46,2024-02-14 21:42:00
SES_00012250,CUST_0351,745.06,671.68,73.38,18.61,2024-03-11 23:18:00
SES_00012251,CUST_0351,914.22,945.71,0.0,26.74,2024-01-25 01:09:00
SES_00012252,CUST_0351,670.71,762.63,0.0,16.62,2024-01-11 20:49:00
SES_00012253,CUST_0351,758.54,653.01,105.53,15.74,2024-03-28 14:05:00
SES_00012254,CUST_0351,945.94,870.66,75.28,37.12,2024-01-17 16:10:00
SES_00012255,CUST_0351,835.71,816.05,19.66,35.18,2024-01-09 23:40:00
SES_00012256,CUST_0351,998.13,920.9,77.23,14.69,2024-02-14 05:02:00
SES_00012257,CUST_0352,530.83,268.44,262.39,16.33,2024-01-31 19:16:00
SES_00012258,CUST_0352,1006.08,492.35,513.73,41.36,2024-02-26 06:23:00
SES_00012259,CUST_0352,1399.02,589.47,809.55,49.92,2024-03-30 14:25:00
SES_00012260,CUST_0352,777.0,872.63,0.0,19.47,2024-02-22 21:29:00
SES_00012261,CUST_0352,293.52,370.17,0.0,8.92,2024-01-28 15:15:00
SES_00012262,CUST_0352,765.11,664.29,100.83,31.2,2024-03-20 16:43:00
SES_00012263,CUST_0352,542.33,593.65,0.0,18.77,2024-01-02 03:26:00
SES_00012264,CUST_0353,232.29,231.04,1.24,8.76,2024-02-09 23:11:00
SES_00012265,CUST_0353,246.8,194.18,52.61,10.88,2024-02-29 01:10:00
SES_00012266,CUST_0353,616.35,694.53,0.0,19.37,2024-02-13 15:40:00
SES_00012267,CUST_0353,661.54,656.93,4.61,12.13,2024-02-07 05:43:00
SES_00012268,CUST_0353,540.43,697.22,0.0,23.3,2024-01-19 20:10:00
SES_00012269,CUST_0353,554.88,427.32,127.56,17.04,2024-03-25 17:08:00
SES_00012270,CUST_0353,1223.31,1412.27,0.0,19.31,2024-01-09 15:03:00
SES_00012271,CUST_0353,1239.54,679.61,559.93,40.88,2024-03-21 03:18:00
SES_00012272,CUST_0353,947.1,502.78,444.32,34.01,2024-02-14 23:55:00
SES_00012273,CUST_0353,945.06,1033.8,0.0,10.95,2024-03-14 22:04:00
SES_00012274,CUST_0353,423.26,333.11,90.15,17.08,2024-02-18 19:13:00
SES_00012275,CUST_0353,639.9,441.33,198.57,7.99,2024-02-12 03:59:00
SES_00012276,CUST_0353,862.85,571.4,291.45,33.49,2024-02-05 19:32:00
SES_00012277,CUST_0353,384.31,317.49,66.82,11.04,2024-03-19 00:41:00
SES_00012278,CUST_0353,432.24,601.23,0.0,9.84,2024-02-20 15:58:00
SES_00012279,CUST_0354,1186.46,1107.59,78.87,39.67,2024-02-18 01:59:00
SES_00012280,CUST_0354,517.64,649.9,0.0,17.26,2024-01-03 09:02:00
SES_00012281,CUST_0354,972.42,1075.21,0.0,44.97,2024-03-28 11:12:00
SES_00012282,CUST_0354,683.0,579.99,103.01,11.33,2024-01-13 03:31:00
SES_00012283,CUST_0354,928.9,1007.68,0.0,43.65,2024-02-16 21:27:00
SES_00012284,CUST_0354,245.94,106.62,139.32,6.22,2024-02-06 10:33:00
SES_00012285,CUST_0354,1005.39,1234.69,0.0,36.44,2024-03-19 15:44:00
SES_00012286,CUST_0354,209.14,240.39,0.0,4.44,2024-03-16 22:20:00
SES_00012287,CUST_0354,160.42,177.24,0.0,6.26,2024-02-18 22:06:00
SES_00012288,CUST_0354,733.61,693.46,40.16,16.32,2024-01-29 20:52:00
SES_00012289,CUST_0354,762.93,1055.56,0.0,20.73,2024-02-28 06:56:00
SES_00012290,CUST_0354,858.85,850.1,8.74,14.09,2024-02-07 14:29:00
SES_00012291,CUST_0354,1005.91,815.26,190.65,10.76,2024-01-31 13:57:00
SES_00012292,CUST_0354,741.82,556.08,185.74,8.27,2024-01-03 17:06:00
SES_00012293,CUST_0355,454.7,275.54,179.16,4.62,2024-03-02 18:27:00
SES_00012294,CUST_0355,476.84,510.89,0.0,8.99,2024-01-02 17:24:00
SES_00012295,CUST_0355,907.66,1054.95,0.0,16.4,2024-01-19 13:52:00
SES_00012296,CUST_0355,740.33,848.95,0.0,19.08,2024-01-13 06:21:00
SES_00012297,CUST_0355,708.67,352.34,356.33,14.21,2024-02-16 13:28:00
SES_00012298,CUST_0355,543.54,408.32,135.22,24.1,2024-03-11 00:44:00
SES_00012299,CUST_0355,697.73,936.48,0.0,11.95,2024-01-26 02:10:00
SES_00012300,CUST_0356,580.89,592.71,0.0,14.32,2024-01-21 23:36:00
SES_00012301,CUST_0356,212.69,221.44,0.0,8.05,2024-03-11 07:07:00
SES_00012302,CUST_0356,1292.7,1036.38,256.32,51.41,2024-02-21 16:35:00
SES_00012303,CUST_0356,1264.06,1423.37,0.0,20.53,2024-02-05 19:19:00
SES_00012304,CUST_0356,931.68,467.88,463.8,17.9,2024-03-10 02:48:00
SES_00012305,CUST_0356,273.54,192.05,81.5,9.89,2024-02-16 18:40:00
SES_00012306,CUST_0356,843.78,793.52,50.26,11.26,2024-01-06 20:16:00
SES_00012307,CUST_0356,797.74,979.08,0.0,27.35,2024-03-17 23:26:00
SES_00012308,CUST_0356,949.49,1068.04,0.0,25.02,2024-03-15 09:45:00
SES_00012309,CUST_0356,905.16,973.57,0.0,41.06,2024-02-25 16:19:00
SES_00012310,CUST_0356,673.58,821.21,0.0,22.32,2024-03-15 13:25:00
SES_00012311,CUST_0356,763.7,474.49,289.21,19.62,2024-03-07 04:57:00
SES_00012312,CUST_0356,534.9,792.78,0.0,9.86,2024-03-02 21:28:00
SES_00012313,CUST_0357,714.24,559.19,155.05,17.84,2024-01-14 08:08:00
SES_00012314,CUST_0357,535.51,226.74,308.77,16.31,2024-01-12 21:00:00
SES_00012315,CUST_0357,1298.37,1665.07,0.0,54.25,2024-02-15 12:22:00
SES_00012316,CUST_0357,570.09,659.37,0.0,14.05,2024-01-20 07:23:00
SES_00012317,CUST_0357,894.6,855.03,39.57,18.68,2024-02-03 06:59:00
SES_00012318,CUST_0357,555.13,320.8,234.33,18.75,2024-02-09 23:49:00
SES_00012319,CUST_0357,568.67,571.24,0.0,6.96,2024-03-10 18:35:00
SES_00012320,CUST_0357,686.23,518.9,167.33,21.99,2024-02-12 06:22:00
SES_00012321,CUST_0357,564.74,627.92,0.0,21.55,2024-02-23 21:57:00
SES_00012322,CUST_0358,1031.31,1201.61,0.0,20.62,2024-01-28 01:34:00
SES_00012323,CUST_0358,720.21,414.34,305.87,19.35,2024-03-01 00:24:00
SES_00012324,CUST_0358,1240.0,1052.39,187.61,24.33,2024-03-05 21:10:00
SES_00012325,CUST_0358,440.99,441.38,0.0,20.61,2024-01-08 13:50:00
SES_00012326,CUST_0358,1275.19,722.78,552.41,23.74,2024-01-13 06:10:00
SES_00012327,CUST_0358,472.44,623.59,0.0,19.83,2024-02-25 12:15:00
SES_00012328,CUST_0359,876.84,597.18,279.65,13.34,2024-02-20 01:02:00
SES_00012329,CUST_0359,844.28,621.11,223.17,33.48,2024-02-05 06:35:00
SES_00012330,CUST_0359,936.36,1114.79,0.0,30.99,2024-01-20 00:14:00
SES_00012331,CUST_0359,463.68,376.87,86.81,16.07,2024-03-03 20:39:00
SES_00012332,CUST_0359,792.42,735.11,57.31,18.68,2024-03-24 00:02:00
SES_00012333,CUST_0360,227.78,183.52,44.26,6.36,2024-03-02 05:17:00
SES_00012334,CUST_0360,304.57,159.74,144.83,9.95,2024-02-10 12:44:00
SES_00012335,CUST_0360,695.32,593.85,101.47,21.2,2024-02-17 04:22:00
SES_00012336,CUST_0360,639.96,597.44,42.51,9.62,2024-01-02 02:44:00
SES_00012337,CUST_0360,1062.6,1016.78,45.82,49.96,2024-02-08 15:26:00
SES_00012338,CUST_0360,393.95,247.52,146.44,18.72,2024-01-24 17:26:00
SES_00012339,CUST_0360,1104.53,449.23,655.3,32.59,2024-02-11 18:03:00
SES_00012340,CUST_0360,592.21,607.84,0.0,27.42,2024-01-06 07:12:00
SES_00012341,CUST_0360,459.88,422.9,36.98,10.68,2024-02-11 04:18:00
SES_00012342,CUST_0360,965.25,1107.47,0.0,37.69,2024-02-14 20:13:00
SES_00012343,CUST_0361,797.62,1201.54,0.0,12.0,2024-02-08 16:02:00
SES_00012344,CUST_0361,465.83,328.13,137.7,21.81,2024-01-17 01:59:00
SES_00012345,CUST_0361,662.8,538.21,124.59,14.92,2024-03-05 09:06:00
SES_00012346,CUST_0362,909.58,555.16,354.42,32.33,2024-03-01 05:49:00
SES_00012347,CUST_0362,922.42,1081.86,0.0,29.88,2024-01-25 09:15:00
SES_00012348,CUST_0362,280.92,190.41,90.51,13.58,2024-03-16 19:17:00
SES_00012349,CUST_0362,551.1,557.0,0.0,27.04,2024-01-13 13:37:00
SES_00012350,CUST_0362,456.82,306.49,150.33,17.44,2024-01-31 01:52:00
SES_00012351,CUST_0362,548.59,504.59,44.0,25.59,2024-01-14 17:28:00
SES_00012352,CUST_0363,686.19,715.11,0.0,15.8,2024-01-03 07:28:00
SES_00012353,CUST_0363,719.62,827.11,0.0,8.08,2024-02-27 12:37:00
SES_00012354,CUST_0363,1109.89,1018.95,90.95,48.77,2024-02-02 19:41:00
SES_00012355,CUST_0363,583.76,298.14,285.62,21.77,2024-03-03 16:22:00
