session_id,customer_id,ticket_in,ticket_out,session_loss,jackpot_contribution,timestamp
SES_00011852,CUST_0305,638.36,437.3,201.06,24.23,2024-01-02 00:57:00
SES_00011853,CUST_0305,1129.38,1025.97,103.41,52.07,2024-03-22 00:46:00
SES_00011854,CUST_0305,957.67,763.96,193.72,26.21,2024-03-07 06:28:00
SES_00011855,CUST_0305,1500.11,1696.44,0.0,35.58,2024-01-06 04:01:00
SES_00011856,CUST_0305,578.45,732.62,0.0,7.95,2024-01-25 00:14:00
SES_00011857,CUST_0305,892.59,1110.9,0.0,12.2,2024-02-07 20:39:00
SES_00011858,CUST_0305,736.02,787.13,0.0,25.74,2024-02-24 14:51:00
SES_00011859,CUST_0305,946.4,1057.39,0.0,38.41,2024-03-26 09:23:00
SES_00011860,CUST_0305,928.12,1235.42,0.0,30.89,2024-03-11 00:05:00
SES_00011861,CUST_0306,757.7,908.21,0.0,19.04,2024-01-28 22:27:00
SES_00011862,CUST_0306,747.86,926.32,0.0,26.8,2024-03-20 14:56:00
SES_00011863,CUST_0306,1032.51,614.76,417.75,24.68,2024-01-02 22:19:00
SES_00011864,CUST_0306,706.74,742.07,0.0,34.77,2024-02-03 21:07:00
SES_00011865,CUST_0306,577.31,707.02,0.0,19.38,2024-01-06 16:51:00
SES_00011866,CUST_0307,1114.47,584.63,529.85,16.4,2024-02-13 21:40:00
SES_00011867,CUST_0307,703.63,337.61,366.02,14.01,2024-02-07 03:42:00
SES_00011868,CUST_0307,248.33,239.66,8.67,11.42,2024-02-04 20:08:00
SES_00011869,CUST_0307,770.8,605.1,165.71,26.09,2024-03-29 11:43:00
SES_00011870,CUST_0307,691.21,465.45,225.76,16.49,2024-03-24 03:45:00
SES_00011871,CUST_0307,772.75,789.47,0.0,11.73,2024-02-05 04:42:00
SES_00011872,CUST_0307,316.51,169.12,147.39,4.98,2024-01-29 20:22:00
SES_00011873,CUST_0307,1067.56,677.03,390.53,52.11,2024-01-09 17:18:00
SES_00011874,CUST_0307,509.61,659.04,0.0,19.52,2024-02-12 01:58:00
SES_00011875,CUST_0307,767.18,543.18,224.0,10.67,2024-03-22 18:54:00
SES_00011876,CUST_0307,1550.53,1251.99,298.54,34.12,2024-02-09 02:31:00
SES_00011877,CUST_0308,134.0,144.14,0.0,3.17,2024-02-25 17:09:00
SES_00011878,CUST_0308,957.92,561.02,396.9,41.84,2024-03-18 22:15:00
SES_00011879,CUST_0308,575.52,663.46,0.0,23.29,2024-03-14 23:31:00
SES_00011880,CUST_0308,795.69,423.72,371.97,30.27,2024-01-26 19:24:00
SES_00011881,CUST_0308,167.81,198.69,0.0,4.09,2024-03-08 06:55:00
SES_00011882,CUST_0308,750.71,786.02,0.0,20.04,2024-02-10 08:03:00
SES_00011883,CUST_0308,777.4,757.86,19.54,19.06,2024-01-16 14:40:00
SES_00011884,CUST_0308,908.53,658.54,249.99,32.54,2024-03-18 21:36:00
SES_00011885,CUST_0309,1099.82,790.1,309.73,38.26,2024-03-18 10:47:00
SES_00011886,CUST_0309,653.56,770.97,0.0,19.97,2024-01-31 11:54:00
SES_00011887,CUST_0309,675.33,715.13,0.0,32.29,2024-01-18 09:23:00
SES_00011888,CUST_0309,485.15,277.01,208.14,12.05,2024-01-25 15:59:00
SES_00011889,CUST_0309,417.08,197.47,219.61,5.95,2024-01-21 03:49:00
SES_00011890,CUST_0309,763.09,648.54,114.55,23.42,2024-02-18 14:08:00
SES_00011891,CUST_0309,1116.5,895.77,220.73,28.1,2024-01-15 23:08:00
SES_00011892,CUST_0309,126.83,112.93,13.9,2.08,2024-03-29 12:08:00
SES_00011893,CUST_0309,1123.44,1416.4,0.0,23.37,2024-02-13 15:58:00
SES_00011894,CUST_0310,653.47,410.06,243.41,31.63,2024-03-19 23:47:00
SES_00011895,CUST_0310,798.0,355.54,442.47,17.83,2024-01-27 13:15:00
SES_00011896,CUST_0310,542.09,703.91,0.0,18.35,2024-01-29 09:28:00
SES_00011897,CUST_0310,349.54,379.97,0.0,10.59,2024-03-05 08:05:00
SES_00011898,CUST_0310,1179.07,499.65,679.42,39.45,2024-02-28 21:24:00
SES_00011899,CUST_0310,703.35,741.5,0.0,20.7,2024-02-02 08:33:00
SES_00011900,CUST_0310,540.58,437.45,103.13,23.8,2024-03-07 20:41:00
SES_00011901,CUST_0311,902.25,646.49,255.76,32.73,2024-01-25 14:55:00
SES_00011902,CUST_0311,1193.47,1285.31,0.0,35.56,2024-01-09 07:41:00
SES_00011903,CUST_0311,1192.96,1616.35,0.0,44.22,2024-01-25 15:37:00
SES_00011904,CUST_0311,527.92,342.89,185.03,15.51,2024-03-15 21:01:00
SES_00011905,CUST_0311,472.82,360.53,112.29,14.29,2024-03-13 03:28:00
SES_00011906,CUST_0311,779.59,351.81,427.78,33.65,2024-03-14 20:56:00
SES_00011907,CUST_0311,786.28,900.32,0.0,12.08,2024-02-16 07:53:00
SES_00011908,CUST_0311,593.42,323.6,269.82,13.69,2024-03-03 15:48:00
SES_00011909,CUST_0311,404.75,385.02,19.72,8.5,2024-02-01 05:30:00
SES_00011910,CUST_0311,691.55,754.57,0.0,14.54,2024-01-21 07:32:00
SES_00011911,CUST_0311,938.78,652.52,286.26,32.07,2024-01-18 16:41:00
SES_00011912,CUST_0311,129.85,117.64,12.21,3.92,2024-02-16 12:50:00
SES_00011913,CUST_0311,1077.28,929.59,147.69,15.87,2024-03-23 00:13:00
SES_00011914,CUST_0312,750.71,1135.13,0.0,16.16,2024-02-22 03:45:00
SES_00011915,CUST_0312,705.21,695.88,9.33,21.75,2024-01-04 08:23:00
SES_00011916,CUST_0312,819.89,722.54,97.35,15.61,2024-02-03 08:27:00
SES_00011917,CUST_0312,833.55,997.74,0.0,12.89,2024-03-23 13:39:00
SES_00011918,CUST_0312,1305.73,924.24,381.49,44.31,2024-01-23 06:08:00
SES_00011919,CUST_0312,521.67,664.17,0.0,23.42,2024-03-15 14:13:00
SES_00011920,CUST_0312,638.52,527.22,111.3,6.96,2024-02-29 15:08:00
SES_00011921,CUST_0312,549.56,413.8,135.76,22.76,2024-03-10 10:02:00
SES_00011922,CUST_0312,732.65,781.7,0.0,15.43,2024-03-16 09:30:00
SES_00011923,CUST_0312,886.23,514.41,371.82,36.04,2024-01-14 22:11:00
SES_00011924,CUST_0312,1829.82,1281.14,548.69,50.81,2024-02-03 19:23:00
SES_00011925,CUST_0312,829.09,578.59,250.5,13.17,2024-01-01 22:50:00
SES_00011926,CUST_0312,244.24,161.21,83.03,3.94,2024-01-28 04:49:00
SES_00011927,CUST_0313,643.77,726.95,0.0,17.22,2024-02-06 03:27:00
SES_00011928,CUST_0313,202.89,289.38,0.0,6.91,2024-01-29 13:40:00
SES_00011929,CUST_0313,622.95,611.77,11.18,6.48,2024-01-23 01:02:00
SES_00011930,CUST_0313,587.3,626.15,0.0,12.98,2024-03-06 11:34:00
SES_00011931,CUST_0313,529.73,541.13,0.0,26.13,2024-01-02 18:38:00
SES_00011932,CUST_0313,484.06,387.53,96.53,22.12,2024-01-31 06:21:00
SES_00011933,CUST_0313,542.88,605.35,0.0,24.03,2024-03-27 06:22:00
SES_00011934,CUST_0313,689.36,884.36,0.0,31.0,2024-02-27 01:29:00
SES_00011935,CUST_0313,1208.89,1267.16,0.0,36.33,2024-02-26 20:11:00
SES_00011936,CUST_0313,1032.14,1106.48,0.0,32.28,2024-01-09 16:58:00
SES_00011937,CUST_0313,421.48,248.62,172.87,4.74,2024-01-22 04:30:00
SES_00011938,CUST_0314,575.27,885.22,0.0,15.55,2024-03-27 12:44:00
SES_00011939,CUST_0314,408.57,332.32,76.25,12.99,2024-02-08 15:35:00
SES_00011940,CUST_0314,700.03,571.65,128.38,11.93,2024-02-02 13:21:00
SES_00011941,CUST_0314,860.42,884.65,0.0,19.86,2024-03-16 07:27:00
SES_00011942,CUST_0314,1100.97,1662.98,0.0,26.17,2024-03-13 03:00:00
SES_00011943,CUST_0314,598.16,340.51,257.65,24.37,2024-03-09 08:44:00
SES_00011944,CUST_0314,721.17,581.39,139.78,15.08,2024-03-15 04:15:00
SES_00011945,CUST_0314,1473.86,1729.2,0.0,40.16,2024-01-10 19:42:00
SES_00011946,CUST_0314,840.84,1264.4,0.0,41.59,2024-01-28 12:28:00
SES_00011947,CUST_0314,823.33,1184.28,0.0,10.35,2024-03-22 18:06:00
SES_00011948,CUST_0315,284.71,342.2,0.0,14.11,2024-01-12 18:10:00
SES_00011949,CUST_0315,887.0,836.19,50.81,15.24,2024-01-03 21:01:00
SES_00011950,CUST_0315,754.38,1072.74,0.0,36.42,2024-02-04 18:04:00
SES_00011951,CUST_0315,1044.27,1108.17,0.0,34.8,2024-03-25 23:16:00
SES_00011952,CUST_0316,1547.54,1030.1,517.44,28.36,2024-03-28 00:20:00
SES_00011953,CUST_0316,857.75,886.14,0.0,34.69,2024-01-15 05:38:00
SES_00011954,CUST_0316,680.5,738.7,0.0,8.87,2024-02-17 19:15:00
SES_00011955,CUST_0316,659.78,474.71,185.08,31.53,2024-02-03 18:19:00
SES_00011956,CUST_0316,234.02,263.92,0.0,5.4,2024-03-26 06:18:00
SES_00011957,CUST_0316,1043.75,605.78,437.97,14.35,2024-01-02 18:22:00
SES_00011958,CUST_0316,334.47,363.93,0.0,9.62,2024-03-12 12:05:00
SES_00011959,CUST_0317,564.95,410.3,154.65,11.73,2024-03-28 20:14:00
SES_00011960,CUST_0317,889.74,458.42,431.32,29.0,2024-02-12 21:10:00
SES_00011961,CUST_0317,755.62,302.38,453.24,11.23,2024-02-12 06:03:00
SES_00011962,CUST_0317,1574.57,2072.05,0.0,69.09,2024-03-25 15:30:00
SES_00011963,CUST_0317,339.09,431.63,0.0,5.3,2024-03-08 02:25:00
SES_00011964,CUST_0317,630.54,408.05,222.49,7.78,2024-01-05 01:22:00
SES_00011965,CUST_0317,254.62,318.86,0.0,8.14,2024-03-06 09:20:00
SES_00011966,CUST_0318,494.08,284.68,209.39,23.02,2024-01-17 04:52:00
SES_00011967,CUST_0318,533.88,476.24,57.64,8.47,2024-01-10 15:13:00
SES_00011968,CUST_0318,159.78,103.45,56.33,1.81,2024-01-22 02:54:00
SES_00011969,CUST_0318,541.58,699.46,0.0,19.53,2024-02-25 16:35:00
SES_00011970,CUST_0318,283.96,291.14,0.0,4.83,2024-03-28 15:41:00
SES_00011971,CUST_0318,957.22,630.7,326.53,19.88,2024-02-25 00:08:00
SES_00011972,CUST_0318,585.12,690.01,0.0,19.95,2024-02-02 11:44:00
SES_00011973,CUST_0318,412.01,286.73,125.27,13.2,2024-03-28 06:26:00
SES_00011974,CUST_0318,1121.49,617.35,504.14,35.85,2024-02-06 20:27:00
SES_00011975,CUST_0318,654.08,903.05,0.0,11.57,2024-03-29 01:10:00
SES_00011976,CUST_0318,863.24,952.36,0.0,38.74,2024-03-28 09:53:00
SES_00011977,CUST_0319,860.53,940.73,0.0,30.5,2024-01-21 00:53:00
SES_00011978,CUST_0319,488.46,409.6,78.85,23.94,2024-03-30 22:45:00
SES_00011979,CUST_0319,1042.5,772.22,270.28,18.78,2024-01-03 21:58:00
SES_00011980,CUST_0319,648.76,527.31,121.45,29.14,2024-02-05 21:05:00
SES_00011981,CUST_0319,872.96,857.96,15.0,26.38,2024-01-02 19:29:00
SES_00011982,CUST_0319,501.65,569.06,0.0,15.87,2024-01-17 16:18:00
SES_00011983,CUST_0319,838.66,1013.2,0.0,19.55,2024-01-19 00:33:00
SES_00011984,CUST_0319,714.85,570.68,144.18,13.75,2024-03-15 00:52:00
SES_00011985,CUST_0320,741.68,505.31,236.38,8.53,2024-03-08 05:44:00
SES_00011986,CUST_0320,411.06,384.49,26.58,4.53,2024-01-19 15:15:00
SES_00011987,CUST_0320,943.64,1027.41,0.0,46.41,2024-03-05 14:50:00
SES_00011988,CUST_0320,569.31,721.33,0.0,15.62,2024-03-19 13:15:00
SES_00011989,CUST_0321,175.68,94.3,81.38,4.59,2024-01-27 18:53:00
SES_00011990,CUST_0321,677.75,431.33,246.42,19.32,2024-01-27 21:36:00
SES_00011991,CUST_0321,867.11,870.6,0.0,42.91,2024-02-17 00:06:00
SES_00011992,CUST_0321,395.55,233.97,161.58,8.84,2024-03-28 09:44:00
SES_00011993,CUST_0321,511.03,274.54,236.5,14.41,2024-01-09 21:06:00
SES_00011994,CUST_0321,526.58,756.49,0.0,7.07,2024-01-15 00:59:00
SES_00011995,CUST_0321,321.1,193.24,127.86,10.0,2024-01-07 06:23:00
SES_00011996,CUST_0321,1295.71,640.34,655.37,25.42,2024-02-12 04:07:00
SES_00011997,CUST_0321,931.49,682.63,248.86,23.26,2024-03-25 21:42:00
SES_00011998,CUST_0321,911.32,1123.55,0.0,30.01,2024-02-27 10:17:00
SES_00011999,CUST_0321,337.6,374.08,0.0,13.54,2024-02-25 22:11:00
SES_00012000,CUST_0321,1260.58,1472.76,0.0,57.26,2024-02-23 06:19:00
SES_00012001,CUST_0322,762.81,416.82,345.99,10.86,2024-02-20 03:43:00
SES_00012002,CUST_0322,317.28,459.76,0.0,7.99,2024-02-06 20:26:00
SES_00012003,CUST_0322,1016.9,565.55,451.35,19.1,2024-01-30 05:25:00
SES_00012004,CUST_0322,704.73,456.18,248.55,28.28,2024-02-17 20:11:00
SES_00012005,CUST_0323,166.66,201.21,0.0,6.06,2024-01-20 07:03:00
SES_00012006,CUST_0323,714.61,389.72,324.89,34.99,2024-03-13 14:47:00
SES_00012007,CUST_0323,244.43,152.15,92.28,4.34,2024-01-16 17:40:00
SES_00012008,CUST_0323,924.4,1104.94,0.0,36.76,2024-01-22 19:53:00
SES_00012009,CUST_0323,119.85,141.68,0.0,1.97,2024-01-20 09:12:00
SES_00012010,CUST_0323,318.71,444.63,0.0,11.59,2024-02-19 18:18:00
SES_00012011,CUST_0323,1439.02,1255.58,183.44,19.74,2024-02-14 06:18:00
SES_00012012,CUST_0323,672.81,407.67,265.14,8.52,2024-02-16 06:44:00
SES_00012013,CUST_0323,158.55,205.27,0.0,5.13,2024-02-18 13:32:00
SES_00012014,CUST_0324,836.07,754.73,81.34,18.56,2024-02-19 02:38:00
SES_00012015,CUST_0324,910.57,1150.89,0.0,14.87,2024-01-19 11:23:00
SES_00012016,CUST_0324,408.21,253.69,154.52,17.9,2024-03-28 12:31:00
SES_00012017,CUST_0324,336.2,208.91,127.29,4.51,2024-01-20 16:54:00
SES_00012018,CUST_0324,1566.15,1264.98,301.16,59.68,2024-02-01 21:08:00
SES_00012019,CUST_0324,586.48,598.14,0.0,7.41,2024-01-31 06:31:00
SES_00012020,CUST_0324,309.62,382.61,0.0,10.32,2024-03-23 22:21:00
SES_00012021,CUST_0324,423.29,256.17,167.12,19.87,2024-03-04 10:06:00
SES_00012022,CUST_0325,599.27,274.87,324.4,24.93,2024-03-15 06:01:00
SES_00012023,CUST_0325,351.29,394.06,0.0,12.34,2024-01-24 00:08:00
SES_00012024,CUST_0325,1345.91,713.98,631.93,22.94,2024-03-15 10:51:00
SES_00012025,CUST_0325,437.96,261.2,176.75,12.36,2024-02-28 01:08:00
SES_00012026,CUST_0326,1250.87,946.97,303.9,24.12,2024-01-09 10:40:00
SES_00012027,CUST_0326,612.65,898.45,0.0,21.37,2024-02-23 13:19:00
SES_00012028,CUST_0326,1632.85,2177.22,0.0,66.02,2024-02-28 14:46:00
SES_00012029,CUST_0326,438.01,610.63,0.0,4.85,2024-02-27 04:41:00
SES_00012030,CUST_0326,933.62,444.63,488.99,46.27,2024-01-11 20:48:00
SES_00012031,CUST_0326,753.19,731.52,21.67,9.23,2024-01-11 15:04:00
SES_00012032,CUST_0327,266.56,149.87,116.68,9.21,2024-01-09 11:40:00
SES_00012033,CUST_0327,806.65,795.3,11.36,11.39,2024-02-02 05:39:00
SES_00012034,CUST_0327,1168.39,1142.98,25.41,16.01,2024-03-22 08:27:00
SES_00012035,CUST_0327,439.38,543.56,0.0,19.98,2024-03-01 01:49:00
SES_00012036,CUST_0327,877.96,777.63,100.33,43.06,2024-02-28 01:47:00
SES_00012037,CUST_0327,708.74,525.55,183.19,25.74,2024-03-21 18:47:00
SES_00012038,CUST_0327,1008.42,601.1,407.32,25.83,2024-03-24 04:45:00
SES_00012039,CUST_0327,440.52,410.35,30.17,5.99,2024-03-16 10:04:00
SES_00012040,CUST_0327,1021.83,1118.17,0.0,34.99,2024-02-21 18:27:00
SES_00012041,CUST_0327,466.42,414.56,51.86,20.42,2024-02-22 08:58:00
SES_00012042,CUST_0327,171.52,169.5,2.02,6.26,2024-02-03 17:46:00
SES_00012043,CUST_0327,586.04,268.33,317.71,28.81,2024-02-25 12:29:00
SES_00012044,CUST_0328,793.34,1260.45,0.0,9.04,2024-01-05 17:27:00
SES_00012045,CUST_0328,764.9,801.02,0.0,22.84,2024-02-13 03:45:00
SES_00012046,CUST_0328,740.28,617.47,122.81,20.86,2024-02-02 04:13:00
SES_00012047,CUST_0328,905.29,787.74,117.55,34.42,2024-01-30 12:01:00
SES_00012048,CUST_0328,1231.45,1332.33,0.0,20.74,2024-01-05 21:39:00
SES_00012049,CUST_0328,328.3,436.37,0.0,11.34,2024-03-16 07:39:00
SES_00012050,CUST_0328,1083.07,1264.65,0.0,16.82,2024-01-03 07:08:00
SES_00012051,CUST_0328,1242.88,1022.67,220.22,47.36,2024-01-19 09:51:00
SES_00012052,CUST_0328,638.72,468.01,170.7,21.8,2024-03-14 05:58:00
SES_00012053,CUST_0328,844.15,734.84,109.3,18.9,2024-01-24 18:39:00
SES_00012054,CUST_0328,1171.79,1140.41,31.38,19.07,2024-02-09 04:09:00
SES_00012055,CUST_0328,680.95,448.73,232.22,25.06,2024-01-16 05:10:00
SES_00012056,CUST_0328,960.14,631.34,328.8,31.81,2024-01-11 00:21:00
SES_00012057,CUST_0328,798.54,704.36,94.18,26.76,2024-01-30 04:50:00
SES_00012058,CUST_0328,339.67,420.13,0.0,15.02,2024-03-24 20:46:00
SES_00012059,CUST_0329,1043.25,1352.73,0.0,13.97,2024-02-17 06:01:00
SES_00012060,CUST_0329,973.18,792.5,180.67,33.38,2024-02-15 11:56:00
SES_00012061,CUST_0329,1151.11,1744.8,0.0,39.33,2024-03-28 20:58:00
SES_00012062,CUST_0329,1547.31,980.83,566.48,51.77,2024-01-07 15:49:00
SES_00012063,CUST_0329,1000.81,953.06,47.75,35.01,2024-01-05 01:23:00
SES_00012064,CUST_0329,1369.03,1785.28,0.0,59.74,2024-03-27 19:14:00
SES_00012065,CUST_0329,684.32,552.28,132.04,8.39,2024-03-11 07:35:00
SES_00012066,CUST_0329,842.51,992.62,0.0,16.4,2024-01-12 09:43:00
SES_00012067,CUST_0329,617.84,561.24,56.59,16.14,2024-01-09 13:51:00
SES_00012068,CUST_0330,670.27,575.17,95.1,29.86,2024-02-09 05:11:00
SES_00012069,CUST_0330,1055.07,985.85,69.22,26.63,2024-03-01 03:03:00
SES_00012070,CUST_0330,543.17,395.79,147.38,15.18,2024-03-11 22:51:00
SES_00012071,CUST_0330,1081.62,856.37,225.26,23.78,2024-02-08 19:08:00
SES_00012072,CUST_0330,1441.11,1857.32,0.0,53.3,2024-01-25 21:53:00
SES_00012073,CUST_0330,653.77,687.34,0.0,22.36,2024-01-16 08:37:00
SES_00012074,CUST_0330,917.56,967.88,0.0,18.4,2024-02-01 20:54:00
SES_00012075,CUST_0330,456.56,602.94,0.0,22.53,2024-01-21 07:29:00
SES_00012076,CUST_0330,1326.1,768.89,557.21,60.8,2024-02-26 22:09:00
SES_00012077,CUST_0330,1048.43,1118.1,0.0,41.61,2024-01-18 20:06:00
SES_00012078,CUST_0330,577.86,387.45,190.41,23.49,2024-03-22 11:23:00
SES_00012079,CUST_0331,815.06,1056.37,0.0,8.71,2024-02-07 07:39:00
SES_00012080,CUST_0331,945.22,1306.64,0.0,46.17,2024-03-11 01:04:00
SES_00012081,CUST_0331,582.05,355.76,226.28,19.89,2024-03-04 14:42:00
SES_00012082,CUST_0331,214.98,222.42,0.0,10.32,2024-03-28 17:27:00
SES_00012083,CUST_0331,721.94,607.24,114.71,12.82,2024-03-24 12:04:00
SES_00012084,CUST_0331,1153.38,601.51,551.88,25.41,2024-02-22 21:29:00
SES_00012085,CUST_0331,491.98,471.96,20.01,11.23,2024-01-18 22:14:00
SES_00012086,CUST_0331,955.73,645.3,310.43,39.32,2024-01-14 15:17:00
SES_00012087,CUST_0331,357.64,254.86,102.78,17.01,2024-03-06 03:46:00
SES_00012088,CUST_0331,1480.9,2100.95,0.0,21.23,2024-01-16 10:54:00
SES_00012089,CUST_0331,1106.54,1118.06,0.0,38.24,2024-02-20 00:26:00
SES_00012090,CUST_0331,570.1,418.11,151.99,9.39,2024-01-04 11:23:00
SES_00012091,CUST_0331,914.33,1365.15,0.0,21.58,2024-03-19 06:03:00
SES_00012092,CUST_0331,159.53,82.97,76.55,4.83,2024-03-03 01:08:00
SES_00012093,CUST_0332,860.98,737.26,123.73,37.54,2024-03-22 08:26:00
SES_00012094,CUST_0332,1365.67,869.73,495.94,53.25,2024-03-02 04:15:00
SES_00012095,CUST_0332,1253.13,1468.19,0.0,19.24,2024-01-31 18:25:00
SES_00012096,CUST_0332,1275.5,1759.8,0.0,54.27,2024-01-30 21:15:00
SES_00012097,CUST_0332,535.1,617.27,0.0,22.45,2024-01-17 12:42:00
SES_00012098,CUST_0332,884.32,592.77,291.55,22.88,2024-03-03 20:10:00
SES_00012099,CUST_0332,165.58,177.62,0.0,4.9,2024-03-20 02:25:00
SES_00012100,CUST_0332,499.44,489.08,10.36,18.61,2024-01-26 02:33:00
SES_00012101,CUST_0333,291.57,135.69,155.88,11.51,2024-01-03 19:47:00
SES_00012102,CUST_0333,414.07,423.63,0.0,9.98,2024-03-24 03:23:00
SES_00012103,CUST_0333,293.0,368.33,0.0,10.43,2024-03-29 12:44:00
SES_00012104,CUST_0334,1265.97,814.26,451.71,44.59,2024-03-20 02:11:00
SES_00012105,CUST_0334,1340.04,797.29,542.75,64.38,2024-03-17 09:10:00
SES_00012106,CUST_0334,956.22,639.96,316.26,22.07,2024-03-16 08:04:00
SES_00012107,CUST_0334,644.65,315.89,328.76,6.99,2024-01-26 08:03:00
SES_00012108,CUST_0334,1183.74,1500.94,0.0,37.05,2024-01-09 17:28:00
SES_00012109,CUST_0334,1209.14,1176.45,32.7,50.55,2024-03-16 21:13:00
SES_00012110,CUST_0334,938.84,1182.5,0.0,27.46,2024-01-23 12:36:00
SES_00012111,CUST_0334,1174.7,661.11,513.59,55.68,2024-03-22 13:11:00
SES_00012112,CUST_0335,1023.25,1386.41,0.0,42.46,2024-01-05 18:37:00
SES_00012113,CUST_0335,712.39,764.1,0.0,28.84,2024-03-30 05:52:00
SES_00012114,CUST_0335,566.5,797.61,0.0,15.02,2024-02-16 03:19:00
SES_00012115,CUST_0335,432.95,506.33,0.0,8.56,2024-03-17 02:38:00
SES_00012116,CUST_0335,967.06,1103.45,0.0,11.96,2024-02-22 21:36:00
SES_00012117,CUST_0335,680.39,795.07,0.0,20.55,2024-01-14 05:37:00
SES_00012118,CUST_0335,853.07,959.53,0.0,13.67,2024-01-16 15:46:00
SES_00012119,CUST_0335,427.99,334.44,93.55,15.38,2024-03-29 18:52:00
SES_00012120,CUST_0335,656.01,694.6,0.0,8.2,2024-02-12 09:37:00
SES_00012121,CUST_0336,934.63,853.93,80.69,46.09,2024-01-14 22:14:00
SES_00012122,CUST_0336,466.18,663.02,0.0,14.69,2024-02-07 17:16:00
SES_00012123,CUST_0336,533.24,371.91,161.33,18.28,2024-01-30 01:15:00
SES_00012124,CUST_0336,547.03,428.21,118.83,11.16,2024-01-05 03:56:00
SES_00012125,CUST_0337,1015.24,1098.61,0.0,11.18,2024-02-03 11:59:00
SES_00012126,CUST_0337,1194.38,1531.0,0.0,18.27,2024-01-28 12:26:00
SES_00012127,CUST_0337,872.21,945.12,0.0,33.76,2024-03-10 19:29:00
SES_00012128,CUST_0337,489.01,238.0,251.01,11.64,2024-02-10 08:01:00
SES_00012129,CUST_0337,472.27,244.3,227.96,15.47,2024-02-22 14:56:00
SES_00012130,CUST_0337,885.72,469.41,416.32,38.96,2024-02-12 17:27:00
SES_00012131,CUST_0337,594.68,546.36,48.32,22.99,2024-03-12 00:59:00
SES_00012132,CUST_0337,1053.05,1063.28,0.0,28.81,2024-03-11 05:35:00
SES_00012133,CUST_0337,813.15,568.1,245.05,32.85,2024-03-10 10:29:00
SES_00012134,CUST_0337,644.96,776.36,0.0,11.1,2024-01-29 12:31:00
SES_00012135,CUST_0337,1403.69,1113.76,289.93,62.35,2024-01-19 06:45:00
SES_00012136,CUST_0337,1660.54,1126.33,534.21,65.83,2024-02-10 23:06:00
SES_00012137,CUST_0337,447.3,626.56,0.0,12.73,2024-02-24 03:51:00
SES_00012138,CUST_0337,1122.44,1110.55,11.89,27.64,2024-02-27 14:31:00
SES_00012139,CUST_0338,792.67,914.04,0.0,23.51,2024-03-22 03:29:00
SES_00012140,CUST_0338,654.62,361.99,292.63,10.87,2024-01-30 17:13:00
SES_00012141,CUST_0338,873.9,1067.8,0.0,34.74,2024-03-29 18:58:00
SES_00012142,CUST_0338,1213.35,1206.99,6.36,45.91,2024-03-16 02:42:00
SES_00012143,CUST_0338,710.23,522.59,187.64,29.89,2024-03-15 03:48:00
SES_00012144,CUST_0338,1145.1,1583.08,0.0,47.1,2024-01-03 01:15:00
SES_00012145,CUST_0338,1402.01,1456.96,0.0,55.97,2024-01-23 13:08:00
SES_00012146,CUST_0338,1088.51,907.31,181.2,11.67,2024-01-22 16:28:00
SES_00012147,CUST_0339,819.57,1025.79,0.0,16.99,2024-03-29 17:14:00
SES_00012148,CUST_0339,958.26,768.15,190.1,45.03,2024-03-15 23:01:00
SES_00012149,CUST_0339,922.81,1249.14,0.0,20.59,2024-02-10 04:15:00
SES_00012150,CUST_0339,350.96,262.64,88.31,9.72,2024-03-22 20:48:00
SES_00012151,CUST_0339,1523.72,1944.47,0.0,28.11,2024-01-18 03:18:00
SES_00012152,CUST_0339,678.48,746.81,0.0,29.2,2024-03-08 01:15:00
SES_00012153,CUST_0339,439.08,221.06,218.02,8.32,2024-03-02 06:09:00
SES_00012154,CUST_0339,664.34,1016.79,0.0,32.81,2024-02-19 21:02:00
SES_00012155,CUST_0339,521.18,227.25,293.93,21.9,2024-03-04 22:34:00
SES_00012156,CUST_0339,838.99,1014.24,0.0,30.54,2024-03-24 02:53:00
SES_00012157,CUST_0339,1298.46,984.17,314.28,22.8,2024-01-22 15:36:00
SES_00012158,CUST_0339,696.51,476.19,220.31,27.65,2024-02-27 23:40:00
SES_00012159,CUST_0339,760.03,756.01,4.02,13.02,2024-03-07 05:23:00
SES_00012160,CUST_0339,522.67,326.65,196.02,13.06,2024-02-14 10:56:00
SES_00012161,CUST_0340,786.5,885.84,0.0,34.26,2024-02-06 10:01:00
SES_00012162,CUST_0340,753.97,752.7,1.27,11.9,2024-02-10 20:14:00
SES_00012163,CUST_0340,129.7,168.38,0.0,3.57,2024-01-11 05:20:00
SES_00012164,CUST_0340,856.27,916.73,0.0,27.4,2024-01-16 07:35:00
SES_00012165,CUST_0340,1171.46,1430.23,0.0,15.98,2024-03-21 14:34:00
SES_00012166,CUST_0340,390.54,240.25,150.29,17.1,2024-02-07 12:18:00
SES_00012167,CUST_0340,484.02,290.26,193.75,6.42,2024-02-07 09:29:00
SES_00012168,CUST_0340,525.36,576.08,0.0,12.95,2024-01-11 18:12:00
SES_00012169,CUST_0340,1327.1,1377.6,0.0,27.42,2024-02-23 19:33:00
SES_00012170,CUST_0340,530.73,582.76,0.0,12.12,2024-02-12 16:38:00
SES_00012171,CUST_0340,351.34,387.94,0.0,11.46,2024-01-02 11:23:00
SES_00012172,CUST_0340,825.38,1068.05,0.0,32.84,2024-02-27 15:50:00
